센터ID,name,유형,시도,시군구,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,인원_작업치료사,인원_행정인력,인원_운동치료사,인원_임상심리사,인원_음악치료사,인원_송영인력,인원_기타,인원_임상병리사,인원_치위생사,인원_물리치료사,인원_의무기록사,인원_시설관리,인원_방사선사,인원_영양사,인원_응급구조사
C0182,전북특별자치도전주시치매안심센터,치매안심센터,전북특별자치도,전주시,"전북특별자치도 전주시 완산구 전라감영로 33 (중앙동4가, 전주시보건소) 전주시치매안심센터",55038,35.81584568,127.1433513,063-281-6238,063-281-6289,https://jeonju.nid.or.kr,2018-10-10,0,13,3,1,1,,1,,,,,,,,,,,
C0183,전북특별자치도정읍시치매안심센터,치매안심센터,전북특별자치도,정읍시,전북특별자치도 정읍시 금붕1길 215 (금붕동) 정읍시 치매안심센터,56196,35.55437564,126.8937382,063-539-6951,063-539-6548,https://jeongeup.nid.or.kr,2019-08-12,0,10,5,2,3,,,,,,,,,,,,,
C0184,전북특별자치도진안군치매안심센터,치매안심센터,전북특별자치도,진안군,"전북특별자치도 진안군 진안읍 진무로 1189 (군상리, 진안보건소) 진안군 보건소 2층",55422,35.7973051,127.4347776,063-430-8588,063-432-3103,https://jinan.nid.or.kr,2018-10-22,1,10,3,1,1,,,,,,,,,,,,,
C0185,전라남도강진군치매안심센터,치매안심센터,전라남도,강진군,"전남 강진군 강진읍 목리길 11 (동성리, 강진군보건소) 치매안심센터",59240,34.63833623,126.77571,061-430-5294,061-430-5959,https://gangjin.nid.or.kr,2019-09-20,0,6,2,2,,,,,,1,,,,,,,,
C0186,전라남도고흥군치매안심센터,치매안심센터,전라남도,고흥군,전남 고흥군 고흥읍 등암3길 5 (등암리) 고흥군보건소,59542,34.5919855,127.2692469,061-830-6969,061-830-6939,https://goheung.nid.or.kr,2019-06-14,0,4,2,3,4,,,,,,,,,,,,,
C0187,전라남도곡성군치매안심센터,치매안심센터,전라남도,곡성군,전남 곡성군 곡성읍 곡성로 854 (읍내리) 치매안심센터,57542,35.27886584,127.2968557,061-360-8980,061-360-8908,https://gokseong.nid.or.kr,2019-09-10,0,6,0,,1,,,,,,,,,,,,,
C0188,전라남도광양시치매안심센터,치매안심센터,전라남도,광양시,"전남 광양시 광양읍 호북길 13-3 (칠성리, 치매안심센터) 광양시치매안심센터",57741,34.98010194,127.58361,061-797-4059,061-797-4056,https://gwangyang.nid.or.kr,2018-11-20,1,6,2,1,,,1,,,,,,,,,,,
C0189,전라남도구례군치매안심센터,치매안심센터,전라남도,구례군,전남 구례군 구례읍 동편제길 30 (백련리) 구례군 보건의료원 치매안심센터,57647,35.21596948,127.4617976,061-780-2026,061-780-2769,https://gurye.nid.or.kr,2018-12-07,0,5,3,1,,,,,,,,,,,,,,
C0190,전라남도나주시치매안심센터,치매안심센터,전라남도,나주시,"전남 나주시 풍물시장2길 57-32 (이창동, 나주시보건소) 나주시보건소 치매안심센터",58274,34.99522645,126.708224,061-339-4771,061-339-2920,https://naju.nid.or.kr,2018-11-22,1,10,2,4,,,,,,,,,,,,,,
C0191,전라남도담양군치매안심센터,치매안심센터,전라남도,담양군,전남 담양군 담양읍 완동길 10-5 (만성리) 1층,57335,35.32470177,126.9807438,061-380-2971,061-380-3990,https://damyang.nid.or.kr,2019-02-27,0,7,0,3,3,,,,,,,,,,,,,
C0192,전라남도목포시치매안심센터,치매안심센터,전라남도,목포시,전남 목포시 수문로 32 (남교동) 트윈스타 3층 목포시치매안심센터,58724,34.7931322,126.3829337,"061-270-4271, 4272",061-270-3596,https://mokpo.nid.or.kr,2018-04-13,0,11,3,2,,,,,,3,,,,,,,,
C0193,전라남도무안군치매안심센터,치매안심센터,전라남도,무안군,"전남 무안군 무안읍 면성1길 128 (성남리, 무안군 보건소) 3층 무안군치매안심센터",58528,34.98727444,126.4728731,061-450-5075,061-450-5142,https://muan.nid.or.kr,2019-01-25,1,8,3,2,3,,,,,,,,,,,,,
C0194,전라남도보성군치매안심센터,치매안심센터,전라남도,보성군,전남 보성군 보성읍 갱맹골길 206(주봉리 529번지) 보성치매안심센터,59454,34.76645647,127.0712437,061-850-8695,061-853-9996,https://boseong.nid.or.kr,2018-11-27,0,8,0,2,,,,,,1,,,,,,,,
C0195,전라남도순천시치매안심센터,치매안심센터,전라남도,순천시,"전남 순천시 중앙로 232 (석현동, 순천시문화건강센터) 순천시치매안심센터",57938,34.96674779,127.4860333,061-749-8888,061-749-4204,https://suncheon.nid.or.kr,2019-09-17,0,10,2,2,2,,1,,,1,,,,,,,,
C0196,전라남도신안군치매안심센터,치매안심센터,전라남도,신안군,"전남 신안군 압해읍 천사로 1004 (신장리, 신안군청) 신안군보건소 1층 치매안심센터",58827,34.83360218,126.3514253,061-240-8081,061-271-7772,https://shinan.nid.or.kr,2019-07-26,0,4,1,,,,,,,,,,,,,,,
C0197,전라남도여수시치매안심센터,치매안심센터,전라남도,여수시,전남 여수시 신월로 794 (봉강동) 여수시치매안심센터,59754,34.73915914,127.7260493,061-659-5440,,https://yeosu.nid.or.kr,2019-06-21,0,18,5,4,,,,,,2,,,,,,,,
C0198,전라남도영광군치매안심센터,치매안심센터,전라남도,영광군,전남 영광군 영광읍 신남로4길 17 (남천리) 치매안심센터 3층,57043,35.27468261,126.5041643,061-350-4806,061-350-5191,https://yeonggwang.nid.or.kr,2019-03-13,1,5,3,2,,,,,,,,1,,,,,,
C0199,전라남도영암군치매안심센터,치매안심센터,전라남도,영암군,"전남 영암군 영암읍 오리정길 39 (춘양리, 영암군보건소) 영암군치매안심센터",58421,34.79533941,126.7033414,061-470-6580,061-470-6576,https://yeongam.nid.or.kr,2019-03-26,0,6,2,1,,,,,,2,,,,,,,,
C0200,전라남도완도군치매안심센터,치매안심센터,전라남도,완도군,"전남 완도군 완도읍 농공단지길 34 (죽청리, 완도보건의료원) 완도군 치매안심센터 2층",59108,34.33582329,126.7313246,061-550-5810,,https://wando.nid.or.kr,2019-10-10,0,5,3,2,1,,,,,1,,,,,,,,
C0201,전라남도장성군치매안심센터,치매안심센터,전라남도,장성군,"전남 장성군 장성읍 성산5길 17 (성산리, 장성군 치매안심센터) 장성군 치매안심센터",57214,35.3233003,126.808367,061-390-7161~70,061-390-7597,https://jangseong.nid.or.kr,2020-02-01,0,10,1,1,,,,,,,,,1,,,,,
C0202,전라남도장흥군치매안심센터,치매안심센터,전라남도,장흥군,"전남 장흥군 장흥읍 동교1길 13 (건산리, 장흥군선거관리위원회) 치매안심센터 1층",59327,34.67705335,126.9069323,061-860-6498,061-860-6880,https://jangheung.nid.or.kr,2018-12-12,0,4,2,1,,,,,,1,,,,,,,,
C0203,전라남도진도군치매안심센터,치매안심센터,전라남도,진도군,"전남 진도군 진도읍 남동1길 40-9 (남동리, 진도군보건소) 3층",58922,34.48037351,126.2629165,061-540-6964,061-540-0502,https://jindo.nid.or.kr,2018-12-18,0,7,0,1,3,,,,,,,,,,,,,
C0204,전라남도함평군치매안심센터,치매안심센터,전라남도,함평군,"전남 함평군 함평읍 중앙길 54-8 (기각리, 함평보건소) 치매안심센터",57153,35.06190341,126.5242551,061-320-2390,061-320-3739,https://hampyeong.nid.or.kr,2018-11-09,0,8,1,,1,,,,,,,,,,,,,
C0205,전라남도해남군치매안심센터,치매안심센터,전라남도,해남군,"전남 해남군 해남읍 해남로 46 (해리, 해남보건소) 해남군 치매안심센터",59038,34.5704311,126.6120935,061-531-3703~10,,https://haenam.nid.or.kr,2019-12-03,1,9,2,1,,,,,,,,,,,,,,
C0206,전라남도화순군치매안심센터,치매안심센터,전라남도,화순군,"전남 화순군 화순읍 충의로 40 (삼천리, 치매안심센터) 화순군치매안심센터",58136,35.05539364,126.9820968,061-379-5317,061-371-3329,https://hwasun.nid.or.kr,2019-03-21,3,6,2,,,,,,,,,,,,,,,
C0207,경상북도경산시치매안심센터,치매안심센터,경상북도,경산시,"경북 경산시 남매로 158 (중방동, 경산시보건소) 치매안심센터",38616,35.82511247,128.7432823,053-810-6435,053-819-5839,https://gbgs.nid.or.kr,2019-09-23,2,14,2,2,3,,,,,,,,,,,,,
C0208,경상북도경주시치매안심센터,치매안심센터,경상북도,경주시,경상북도 경주시 봉황로 178 (성건동) 치매안심센터,38099,35.85535856,129.210511,054-760-2950~2,054-760-7579,https://gyeongju.nid.or.kr,2019-10-17,0,15,2,1,4,,1,,,,,,,,,,,
C0209,경상북도고령군치매안심센터,치매안심센터,경상북도,고령군,"경북 고령군 대가야읍 왕릉로 56-5 (지산리, 고령군보건소) 1층",40138,35.72523517,128.2648137,054-950-7961,,https://goryeong.nid.or.kr,2018-08-14,1,4,3,2,,,,,,,,,,,,,,
C0210,경상북도구미시치매안심센터,치매안심센터,경상북도,구미시 구미,"경북 구미시 지산11길 8-1 (지산동, 구미치매안심센터) 구미치매안심센터",39192,36.13950239,128.3455231,054-480-4880,054-480-4069,https://gumi.nid.or.kr,2019-12-31,,,,,,,,,,,,,,,,,,
C0211,경상북도구미시선산치매안심센터,치매안심센터,경상북도,구미시 선산,"경북 구미시 선산읍 선주로 121 (동부리, 선산보건소) 치매안심센터",39112,36.24417904,128.2999491,054-480-4352,054-480-4129,https://gumiss.nid.or.kr,2019-03-28,,,,,,,,,,,,,,,,,,
C0212,경상북도김천시치매안심센터,치매안심센터,경상북도,김천시,"경북 김천시 체육공원길 21 (지좌동, 치매안심센터) 치매안심센터",39647,36.11973266,128.1445272,054-421-2894,054-435-0060,https://gch.nid.or.kr,2019-02-26,0,8,7,3,,,,,,5,,,,,,,,
C0213,경상북도문경시치매안심센터,치매안심센터,경상북도,문경시,경북 문경시 점촌1길 13 (점촌동) 통합건강증진센터 1층,36971,36.59635348,128.1980094,054-550-8134,054-550-4340,https://gbmg.nid.or.kr,2019-10-16,1,12,2,1,,,1,,,4,,,,,,,,
C0214,경상북도봉화군치매안심센터,치매안심센터,경상북도,봉화군,"경북 봉화군 봉화읍 봉화로 1203 (내성리, 봉화군보건소) 봉화군보건소 3층 치매안심센터",36238,36.89071878,128.7418543,054-679-6749,,https://bonghwa.nid.or.kr,2018-12-20,2,4,2,3,,,,,,1,,,,,,,,
C0215,경상북도상주시치매안심센터,치매안심센터,경상북도,상주시,"경북 상주시 중앙로 111 (무양동, 상주시 의회청사) 상주시치매안심센터",37183,36.41690111,128.1499972,054-537-6514,054-532-0311,https://sangju.nid.or.kr,2019-06-07,0,7,3,2,2,,1,,,,,,,,,,,
C0216,경상북도성주군치매안심센터,치매안심센터,경상북도,성주군,"경북 성주군 성주읍 성밖숲길 12 (경산리, 성주군보건소) 성주군치매안심센터",40023,35.91738188,128.2786954,054-930-8191,054-930-8139,https://sj.nid.or.kr,2018-09-10,0,4,7,1,4,,,,,,,,,,,,,
C0217,경상북도안동시치매안심센터,치매안심센터,경상북도,안동시,경북 안동시 보현로 12 (용상동) 안동시치매안심센터,36725,36.55003666,128.758853,054-840-5779,054-821-0178,https://andong.nid.or.kr,2019-12-16,0,19,2,1,6,,2,,,,,,,,,,,
C0218,경상북도영덕군치매안심센터,치매안심센터,경상북도,영덕군,"경북 영덕군 영덕읍 군청길 53 (덕곡리, 보건소) 영덕군치매안심센터",36431,36.41360347,129.3734372,054-730-7177,054-730-6179,https://yd.nid.or.kr,2019-07-01,,,,,,,,,,,,,,,,,,
C0219,경상북도영양군치매안심센터,치매안심센터,경상북도,영양군,"경북 영양군 영양읍 동서대로 82 (동부리, 영양군 보건소) 3층 치매안심센터",36540,36.66194588,129.1180639,054-680-5126,054-680-5899,https://yyg.nid.or.kr,2019-10-14,0,6,3,1,,,,,,,1,1,,,,,,
C0220,경상북도영주시치매안심센터,치매안심센터,경상북도,영주시,"경북 영주시 영주로159번길 73 (영주동, 치매안심센터) 치매안심센터",36079,36.82876451,128.616018,054-639-5733,054-639-5749,https://yeongju.nid.or.kr,2018-07-16,1,10,3,,,,,,,,,,,,,,,
C0221,경상북도영천시치매안심센터,치매안심센터,경상북도,영천시,"경북 영천시 옛군청1길 31 (문내동, 영천시 보건소) 영천시 치매안심센터",38849,35.9687455,128.9324014,054-339-7845,,https://yc.nid.or.kr,2018-11-08,0,13,2,4,,,,,,2,,,,,,,,
C0222,경상북도예천군치매안심센터,치매안심센터,경상북도,예천군,"경북 예천군 예천읍 군청길 33 (노상리, 예천군보건소) 예천군치매안심센터",36822,36.65769827,128.4529779,054-650-8102,054-650-8049,https://ycg.nid.or.kr,2019-06-17,0,12,1,1,,,,,,,,,,,,,,
C0223,경상북도울릉군치매안심센터,치매안심센터,경상북도,울릉군,"경북 울릉군 울릉읍 울릉순환로 396-18 (도동리, 보건의료원) 3층 치매안심센터",40217,37.48594062,130.8994626,054-790-6827,,https://ulleung.nid.or.kr,2018-05-18,1,4,2,,,,,,,,,,,,,,,
C0224,경상북도울진군치매안심센터,치매안심센터,경상북도,울진군,"경북 울진군 울진읍 읍내8길 61-8 (읍내리, 울진군보건소)",36324,36.99621631,129.4045994,054-789-5025,,https://uljin.nid.or.kr,2019-06-14,0,6,7,1,,,,,,,,,,,,,,
C0225,경상북도의성군치매안심센터,치매안심센터,경상북도,의성군,"경북 의성군 의성읍 구봉길 228 (도서리, 의성군보건소) 의성군보건소 4층 치매안심센터",37343,36.34571691,128.6975779,054-830-6488,054-834-0669,https://usc.nid.or.kr,2019-12-16,2,4,5,2,,,,,,,,,1,,,,,
C0226,경상북도청도군치매안심센터,치매안심센터,경상북도,청도군,경상북도 청도군 화양읍 산성강변길 472 청도군치매안심센터,38321,35.654342,128.7381579,054-370-2672~3,054-373-9475,https://cheongdo.nid.or.kr,2019-09-24,0,4,2,1,1,1,1,,,,,,,,1,,,
C0227,경상북도청송군치매안심센터,치매안심센터,경상북도,청송군,"경북 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원) 청송군치매안심센터",37433,36.43114271,129.051771,054-870-7330,054-870-7349,https://cs.nid.or.kr,2018-12-14,0,10,2,1,,,,,,,,,,,,,,
C0228,경상북도칠곡군치매안심센터,치매안심센터,경상북도,칠곡군,"경북 칠곡군 왜관읍 관문로1길 30 (매원리, 칠곡군보건소) 칠곡군치매안심센터",39872,35.99070797,128.4186406,054-979-8391,054-979-8279,https://chilgok.nid.or.kr,2018-10-25,2,8,5,,,,,,,1,,,,,,,,
C0229,경상북도포항시남구치매안심센터,치매안심센터,경상북도,포항시 남구,"경북 포항시 남구 오천읍 남원로 43 (원리, 포항시남구치매안심센터) 포항시 남구 치매안심센터",37884,35.9704125,129.405147,054-270-8901,054-277-4260,https://phnamgu.nid.or.kr,2019-12-09,,,,,,,,,,,,,,,,,,
C0230,경상북도포항시북구치매안심센터,치매안심센터,경상북도,포항시 북구,"경북 포항시 북구 삼흥로 96 (장성동, 포항시북구보건소) 치매안심센터",37607,36.07062625,129.3796607,054-270-8951,054-241-3363,https://phbukgu.nid.or.kr,2019-12-20,,,,,,,,,,,,,,,,,,
C0231,경상남도거제시치매안심센터,치매안심센터,경상남도,거제시,경남 거제시 거제중앙로13길 25 (고현동) 거제시치매안심센터,53256,34.88218346,128.6236988,055-639-6226,055-639-6129,https://geoje.nid.or.kr,2018-12-05,0,14,2,1,,,,,,2,,,,,,,,
C0232,경상남도거창군치매안심센터,치매안심센터,경상남도,거창군,"경남 거창군 거창읍 거함대로 3079 (송정리, 보건소) 거창군치매안심센터",50142,35.68106359,127.8984935,055-940-7910,055-940-7908,https://geochang.nid.or.kr,2018-10-19,0,13,2,,,,,,,,,,,,,,,
C0233,경상남도고성군치매안심센터,치매안심센터,경상남도,고성군,경남 고성군 고성읍 중앙로 35 (성내리) 2층 고성군 치매안심센터,52942,34.97451553,128.324447,055-670-4851,055-670-4059,https://goseong.nid.or.kr,2018-11-08,0,9,3,1,,,,,,,,,,,,,,
C0234,경상남도김해시치매안심센터,치매안심센터,경상남도,김해시,"경남 김해시 분성로727번길 8-35 (지내동, 김해시동부지역치매안심센터) 김해 치매안심센터",50827,35.22998273,128.9226668,055-320-5961,,https://gimhae.nid.or.kr,2020-09-21,0,10,1,2,1,,,,,,,,,,,,,
C0235,경상남도남해군치매안심센터,치매안심센터,경상남도,남해군,"경남 남해군 남해읍 선소로 6 (북변리, 남해군보건소) 남해군 치매안심센터",52413,34.84474988,127.8987857,055-860-8691,055-860-8798,https://namhae.nid.or.kr,2018-12-24,1,8,2,1,3,,,,,,,1,,,,,,
C0236,경상남도창원시마산치매안심센터,치매안심센터,경상남도,창원시,"경남 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소) 치매안심센터",51742,35.18239851,128.5628997,055-225-5996,055-225-4770,https://masan.nid.or.kr,2019-07-03,1,10,2,2,,,1,,,,,,,,,,,
C0237,경상남도밀양시치매안심센터,치매안심센터,경상남도,밀양시,"경남 밀양시 삼문중앙로 41 (삼문동, 밀양시보건소) 밀양시보건소 별관 3층 치매안심센터",50437,35.48567011,128.7560608,055-359-7086,055-359-7099,https://miryang.nid.or.kr,2018-11-07,1,13,1,2,,,1,,,,,,,,,,,
C0238,경상남도사천시치매안심센터,치매안심센터,경상남도,사천시,경남 사천시 중앙로 212 (벌리동) 사천시치매안심센터,52551,34.94435219,128.0811474,055-831-5860,055-831-5889,https://sacheon.nid.or.kr,2019-07-11,2,8,1,2,,,,,,4,,,,,,,,
C0239,경상남도산청군치매안심센터,치매안심센터,경상남도,산청군,"경남 산청군 산청읍 중앙로 97 (지리, 산청군보건의료원) 별관 1층",52225,35.4160819,127.8842361,"055-970-7633~34,36,47~49",055-970-7619,https://sancheong.nid.or.kr,2019-10-17,1,10,2,2,,,,,,,,,,,,,,
C0240,경상남도양산시치매안심센터,치매안심센터,경상남도,양산시,"경상남도 양산시 중앙로 7-32 (다방동 보건복지센터) 3, 7층",50623,35.33215714,129.0379947,055-392-5175,055-392-5719,https://yangsan.nid.or.kr,2018-03-29,0,12,3,2,,,,,,2,,,,,,,,
C0241,경상남도의령군치매안심센터,치매안심센터,경상남도,의령군,"경남 의령군 의령읍 의병로8길 16-1 (서동리, 항노화센터 및 치매안심센터) 1층,4층",52151,35.31740278,128.2554404,055-570-4070,055-570-4089,https://uiryeong.nid.or.kr,2019-07-01,0,9,2,,,,,,,,,,,,,,,
C0242,경상남도진주시치매안심센터,치매안심센터,경상남도,진주시,"경남 진주시 월아산로 2026 (초전동, 경상남도청 서부청사) 1층, 진주시 치매안심센터",52732,35.21470009,128.1229151,055-749-5778,055-749-5799,https://jinju.nid.or.kr,2018-11-26,3,20,1,1,1,,,,,,,,,,,,,
C0243,경상남도창원시진해치매안심센터,치매안심센터,경상남도,진해구,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소) 4층 치매안심센터",51680,35.14989059,128.6619377,055-225-6692,055-225-4772,https://jinhae.nid.or.kr,2019-05-31,,,,,,,,,,,,,,,,,,
C0244,경상남도창녕군치매안심센터,치매안심센터,경상남도,창녕군,"경남 창녕군 창녕읍 군청1길 37 (교리, 창녕군 보건소) 창녕군 치매안심센터",50317,35.5436574,128.4901131,055-530-7503,055-530-6299,https://cng.nid.or.kr,2018-07-24,2,8,3,2,4,,,,,,,,,,,,,
C0245,경상남도창원시치매안심센터,치매안심센터,경상남도,창원시,"경남 창원시 성산구 마디미로73번길 10 (상남동, 창원보건소 치매안심센터) 상남동 37-3",51503,35.21832577,128.6823024,055-225-5748,055-225-4767,https://changwon.nid.or.kr,2019-12-04,1,9,2,2,,,,,,,,,,,,,,
C0246,경상남도통영시치매안심센터,치매안심센터,경상남도,통영시,"경남 통영시 안개4길 102 (무전동, 통영시치매안심센터) 통영시 치매안심센터 2층",53038,34.85981086,128.4323367,055-650-6100,055-650-6599,https://tongyeong.nid.or.kr,2019-09-23,0,8,2,,7,,,,,,,,,,,,,
C0247,경상남도하동군치매안심센터,치매안심센터,경상남도,하동군,"경남 하동군 횡천면 경서대로 1189 (횡천리, 횡천중학교) 하동군치매안심센터",52319,35.10953824,127.8164709,055-880-6850,055-880-6799,https://hadong.nid.or.kr,2018-12-27,0,9,3,2,2,,,,1,,,,,,,,,
C0248,경상남도함안군치매안심센터,치매안심센터,경상남도,함안군,"경남 함안군 군북면 함마대로 768-3 (중암리, 군북면보건지소)",52066,35.26395038,128.3428448,055-580-3245,055-580-3129,https://haman.nid.or.kr,2018-05-31,1,11,1,2,2,,1,,,,,1,1,,,,,
C0249,경상남도함양군치매안심센터,치매안심센터,경상남도,함양군,"경남 함양군 함양읍 한들로 141 (용평리, 함양군보건소) 함양군치매안심센터",50039,35.5196763,127.7317814,055-960-8080,055-964-1908,https://hygn.nid.or.kr,2018-09-28,1,5,5,2,2,,,,,,,,,,,,,
C0250,경상남도합천군치매안심센터,치매안심센터,경상남도,합천군,"경남 합천군 합천읍 동서로 39 (합천리, 종합사회복지관) 1층,2층 합천군치매안심센터",50232,35.56792811,128.1567534,055-930-4092,,https://hc.nid.or.kr,2017-12-28,1,11,1,2,,,1,,,3,,,,,,,,
C0251,제주도서귀포시동부치매안심센터,치매안심센터,제주특별자치도,제주도 서귀포시 동부,"제주특별자치도 서귀포시 남원읍 태위로 527 (남원리, 동부보건소) 2층 치매안심센터",63620,33.27562846,126.7034249,064-760-6125,064-764-1856,https://seogwipodb.nid.or.kr,2018-07-31,,,,,,,,,,,,,,,,,,
C0252,제주도서귀포시치매안심센터,치매안심센터,제주특별자치도,제주도 서귀포시 서귀포,"제주특별자치도 서귀포시 중앙로101번길 52 (서홍동, 서귀포보건소) 별관 치매안심센터",63584,33.25348127,126.5553573,064-760-6555,,https://seogwipo.nid.or.kr,2018-07-31,,,,,,,,,,,,,,,,,,
C0253,제주도서귀포시서부치매안심센터,치매안심센터,제주특별자치도,제주도 서귀포시 서부,"제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12 (하모리, 서부보건소) 치매안심센터 2층",63513,33.21867194,126.2532449,064-760-6249,064-760-6219,https://seogwiposb.nid.or.kr,2018-05-01,,,,,,,,,,,,,,,,,,
C0254,제주도제주시동부치매안심센터,치매안심센터,제주특별자치도,제주도 제주시 동부,"제주특별자치도 제주시 구좌읍 김녕로14길 6 (김녕리, 동부보건소) 치매안심센터",63357,33.55435153,126.751328,064-728-7551,064-728-7569,https://jejudongbu.nid.or.kr,2018-08-03,,,,,,,,,,,,,,,,,,
C0255,제주도제주시치매안심센터,치매안심센터,제주특별자치도,제주도 제주시 제주,"제주특별자치도 제주시 연삼로 264 (도남동, 제주보건소) 제주보건소 별관 2층 치매안심센터",63219,33.49159994,126.5202379,064-728-8500,064-728-8509,https://jejuansim.nid.or.kr,2018-09-20,,,,,,,,,,,,,,,,,,
C0256,제주도제주시서부치매안심센터,치매안심센터,제주특별자치도,제주도 제주시 서부,"제주특별자치도 제주시 한림읍 강구로 5 (한림리, 서부보건소) 치매안심센터",63028,33.41208361,126.2695292,064-728-8661,064-728-4149,https://jejuseobu.nid.or.kr,2018-06-20,,,,,,,,,,,,,,,,,,
C0257,구미시선산치매안심센터,치매안심센터,경상북도,구미시,경상북도 구미시 선산읍 선주로 121,,36.24417904,128.2999491,054-480-4350,,,2019-01,0,10,2,3,,,,,,,,,,,,,,
C0259,부천시치매안심센터,치매안심센터,경기도,부천시,경기도 부천시 원미구 길주로 410,,37.50363121,126.7880203,032-625-4421,,,2019-12,0,13,3,1,6,,,,,,,,,,,,,
C0263,효성평생건강센터,치매안심센터,인천광역시,계양구,인천광역시 계양구 봉오대로543번길 21,,37.532527,126.7086103,032-450-1845,,,2019-12,0,1,0,,,,,,1,2,,,,,1,,,
C0264,인천광역시 동구 구립 치매전담형 주간보호센터 동구동락,치매안심센터,인천광역시,동구,인천광역시 동구 방축로 193,,37.47927144,126.6661296,032-575-0019,,,2022-12,0,2,1,,,,,,1,6,,,,,,,,
C0265,진상백학동기억샘터,치매안심센터,전라남도,광양시,전라남도 광양시 진상면 신황길 126,,35.05320532,127.6882086,061-797-4814,,,2020-12,0,1,0,1,,,,,1,,,,,,,,,
C0269,평택시치매안심센터 안중분소,치매안심센터,경기도,평택시,"경기도 평택시 안중읍 안현로서9길 24, 3층",,36.97815461,126.922304,031-8024-8677,,,2021-12,1,2,0,1,,,,,,,,1,,,,,,
C0270,부산광역시광역치매센터,광역치매센터,부산광역시,서구,부산광역시 서구 대신공원로26,,35.12031397,129.017942,051-240-2560,,,2013-12,1,0,6,1,,,,,,,,,,1,,,,
C0272,화성시치매안심센터 동부분소,치매안심센터,경기도,화성시,경기도 화성시 병점구 떡전골로 72-3,,37.20527854,127.0349013,031-5189-4431,,,2021-01,0,4,0,,,,,,,,,,,,1,,,
C0273,화성시치매안심센터 동탄분소,치매안심센터,경기도,화성시,경기도 화성시 동탄구 노작로 226-9,,37.20701031,127.078776121,031-5189-4377,,,2019-07,1,7,0,,,,,,,,,,,,,,,1
C0274,화성시치매안심센터 봉담분소,치매안심센터,경기도,화성시,경기도 화성시 효행구 봉담읍 동화새터길 109,,37.21705403,126.9611275,031-5189-6269,,,2021-01,0,8,0,1,,,,,,,,,,,,,,
C0277,김해시서부보건소분소,치매안심센터,경상남도,김해시,경상남도 김해시 능동로 149,,35.202341,128.8072142,055-330-8391,,,2023-01,0,2,1,,,,,,,,,,,,,,,
C0278,치매안심센터 주촌분소,치매안심센터,경상남도,김해시,경상남도 김해시 주촌면 주선로 29-1,,35.234777,128.845757,055-320-5971,,,2018-03,0,5,2,,1,,1,,,,,,,,,,,
C0279,남부치매안심센터,치매안심센터,경기도,이천시,경기도 이천시 장호원읍 서동대로8809번길 30-15,,37.11672581,127.6148957,031-6190-7227,,,2019-12,0,1,1,1,,,,,,,,,,,,,,
C0280,남부치매안심센터,치매안심센터,경기도,여주시,경기도 여주시 점동면 청안2길 20,,37.20378959,127.6599867,031-887-3493,,,2025-08,0,0,1,1,,,,,,,,,,,,,,
C0281,북부치매안심센터,치매안심센터,경기도,여주시,경기도 여주시 대신면 풍양1길 16,,37.37205549,127.5852432,031-887-3497,,,2025-07,0,1,0,1,,,,,,,,,,,,,,
C0282,시흥시 치매안심센터(남부),치매안심센터,경기도,시흥시,경기도 시흥시 정왕대로233번길 19,,37.3467224002,126.7401533604,031-310-5930,,,2018-12,0,3,1,2,,,,,1,,,1,,,,,,
C0283,시흥시 치매안심센터(중부),치매안심센터,경기도,시흥시,경기도 시흥시 목감우회로 23,,37.381696,126.858765,031-310-6825,,,2020-12,0,4,1,2,,,,,1,,,,,,,,,
C0284,장성군치매안심센터,치매안심센터,전라남도,장성군,전라남도 장성군 장성읍 성산5길 17,,35.3233003,126.808367,061-390-7161,,,2022-12,0,6,3,1,,,1,,,,,,,,,,,
C0287,해남군치매안심센터,치매안심센터,전라남도,해남군,전라남도 해남군 해남읍 해남로 46,,34.57046123,126.6120439,061-531-3703,,,2022-12,0,8,2,1,,,,,,1,,,,,,,,
C0292,충청북도 청주시 청원구 치매안심센터,치매안심센터,충청북도,청주시,충청북도 청주시 청원구 오창읍 과학산업3로 238,,36.71040635,127.4304713,043-201-4377,,,2018-12,0,3,2,4,3,,2,,,,,,,,,,,
C0293,충청북도 청주시 흥덕구 치매안심센터,치매안심센터,충청북도,청주시,충청북도 청주시 흥덕구 대농로 88,,36.64147861,127.4315238,043-201-4333,,,2018-08,0,3,4,4,2,,2,,,,,,,,,,,
C0294,충청북도 청주시 서원구 치매안심센터,치매안심센터,충청북도,청주시,"충청북도 청주시 서원구 구룡산로 235, 3층 (수곡동, 위너스빌)",,36.616052,127.4713305,043-201-3711,,,2018-10,0,3,2,2,6,,1,,,,,,,,,,,
C0295,충청북도 청주시 상당구 치매안심센터,치매안심센터,충청북도,청주시,충청북도 청주시 상당구 남일면 단재로 480,,36.58855535,127.5053143,043-201-3637,,,2019-06,0,2,3,3,5,,1,,,,,,,,,,,
