센터ID,센터명,시도,시군구,유형,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,기타인원_파싱_JSON,운영기관명,운영기관대표자명,운영기관전화번호,프로그램_개수,프로그램_리스트_텍스트,데이터출처
C0115,경기도파주시치매안심센터,경기도,파주시,치매안심센터,"경기 파주시 조리읍 봉천로 68 (봉일천리, 파주시건강증진센터) 3층 치매안심센터",10937.0,37.74507907,126.8050112,031-940-3740,031-940-5139,https://paju.nid.or.kr,2018-07-11,1.0,15.0,2.0,"{""작업치료사"": 1, ""행정인력"": 3, ""기타"": 3}",파주시보건소,이한상,031-940-3740,2,치매인식개선 및 예방 | 조기검진사업,파일1+파일2
C0116,경기도평택시송탄치매안심센터,경기도,평택시 송탄,치매안심센터,"경기 평택시 서정로 295 (서정동, 송탄보건소) 송탄치매안심센터",17730.0,37.0657141,127.0664973,031-8024-7257,031-8024-7309,https://songtan.nid.or.kr,2019-11-20,,,,{},,,,0,,파일1
C0117,경기도평택시치매안심센터,경기도,평택시,치매안심센터,경기도 평택시 중앙1로56번길 25(비전동) 2층 치매안심센터,17901.0,36.9962511,127.0891907,031-8024-4399,031-8024-4439,https://pyeongtaek.nid.or.kr,2019-03-25,3.0,5.0,1.0,"{""행정인력"": 2, ""작업치료사"": 2, ""임상심리사"": 1}",경기도 평택시청 평택보건소,,031-8024-4399,4,치매조기검진사업 | 치매환자 프로그램 | 치매예방교육 및 인지재활 | 가족프로그램 운영 등,파일1+파일2
C0118,경기도포천시치매안심센터,경기도,포천시,치매안심센터,경기 포천시 삼육사로2186번길 11-15 (선단동) 2층 치매안심센터(선단보건지소 2층),11161.0,37.8534727,127.1593106,031-538-4831,031-538-4830,https://pocheon.nid.or.kr,2018-09-28,0.0,6.0,1.0,"{""작업치료사"": 3, ""행정인력"": 2}",경기도 포천시보건소,포천시보건소장,031-538-4831,2,치매검진 | 치매인지강화 프로그램,파일1+파일2
C0119,경기도하남시치매안심센터,경기도,하남시,치매안심센터,경기 하남시 미사강변대로 200 (망월동) 4층,12909.0,37.56763908,127.185541,031-790-6254,031-790-6439,https://hanam.nid.or.kr,2018-07-27,1.0,5.0,1.0,"{""임상병리사"": 1, ""치위생사"": 1, ""작업치료사"": 2}",하남시 치매안심센터,박강용,031-790-6254,1,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",파일1+파일2
C0120,경기도화성시치매안심센터,경기도,화성시,치매안심센터,"경기 화성시 향남읍 3.1만세로 1055 (발안리, 화성시보건소) 1층 치매안심센터(치매관리실)",18596.0,37.12928157,126.9045557,031-5189-1080,031-5189-1403,https://hscity.nid.or.kr,2018-06-14,0.0,6.0,2.0,"{""송영인력"": 1}",경기도 화성시 서부보건소,곽매헌,031-5189-1080,4,치매조기검진사업 | 치매인식개선 및 예방사업 | 가족교육사업 | 맞춤형 사례관리사업,파일1+파일2
C0121,경기도부천시오정치매안심센터,경기도,부천시 오정구,치매안심센터,"경기 부천시 오정구 성오로 172 (오정동, 오정구청) 오정보건소 내(오정치매안심센터) 2층",14434.0,37.52834682,126.7960266,032-625-9881,032-625-9839,https://ojeong.nid.or.kr,2018-12-27,,,,{},,,,0,,파일1
C0122,경기도부천시소사치매안심센터,경기도,부천시 소사,치매안심센터,경기 부천시 소사구 소사본동 148-30 소사본동행정복지센터 2층,14757.0,37.47632789,126.7921576,032-625-9871,032-625-9879,https://sosa.nid.or.kr,2018-08-28,,,,{},,,,0,,파일1
C0123,강원특별자치도강릉시치매안심센터,강원특별자치도,강릉시,치매안심센터,"강원특별자치도 강릉시 남부로17번길 38 (내곡동, 강릉시보건소) 강릉시치매안심센터",25604.0,37.74284431,128.8827693,033-660-3048,033-640-4764,https://gn.nid.or.kr,2019-11-22,0.0,20.0,3.0,"{""기타"": 1, ""행정인력"": 1}",강릉시 보건소,,033-660-3048,5,등록관리 | 조기검진 | 예방관리 | 가족지원 | 인식개선 및 홍보,파일1+파일2
C0124,강원특별자치도고성군치매안심센터,강원특별자치도,고성군,치매안심센터,"강원특별자치도 고성군 간성읍 수성로 30 (신안리, 보건소) 고성군치매안심센터",24736.0,38.37767486,128.4720941,033-680-3798,033-680-3605,https://gwgs.nid.or.kr,2018-12-26,0.0,6.0,0.0,"{""작업치료사"": 4}",강원특별자치도 고성군보건소,김선미,033-680-3798,4,치매조기검진사업 | 쉼터 | 가족지지 | 인지재활 등,파일1+파일2
C0125,강원특별자치도동해시치매안심센터,강원특별자치도,동해시,치매안심센터,"강원특별자치도 동해시 발한로 227 (발한동, 묵호건강증진센터) 1층",25720.0,37.54951394,129.1081436,033-530-2426,033-530-2742,https://dh.nid.or.kr,2018-09-07,0.0,8.0,2.0,"{""행정인력"": 1, ""물리치료사"": 1, ""작업치료사"": 1, ""시설관리"": 1}",동해시치매안심센터,심재희,033-530-2426,6,조기검진 및 상담 | 치매치료관리비지원 | 조호물품지원 | 치매환자교실운영 | 치매가족교실운영 | 가족카페운영,파일1+파일2
C0126,강원특별자치도삼척시치매안심센터,강원특별자치도,삼척시,치매안심센터,"강원특별자치도 삼척시 척주로 76 (남양동, 삼척시보건소) 삼척시보건소 치매안심센터",25929.0,37.44393348,129.1720893,033-570-4327,033-570-4167,https://samcheok.nid.or.kr,2018-12-31,1.0,8.0,0.0,"{""물리치료사"": 1}",강원특별자치도 삼척시 보건소,이희숙,033-570-4327,4,치매조기검진 | 치매환자 등록관리 | 치매예방교실 | 치매환자 쉼터 운영 등,파일1+파일2
C0127,강원특별자치도속초시치매안심센터,강원특별자치도,속초시,치매안심센터,"강원특별자치도 속초시 수복로 36 (교동, 속초시보건소) 속초시치매안심센터",24855.0,38.19613278,128.5758059,033-639-3751,033-637-4007,https://sokcho.nid.or.kr,2018-12-27,1.0,6.0,1.0,"{""행정인력"": 2}",강원특별자치도 속초시 보건소,이상현,033-639-2071,8,치매조기검진 | 어울림 쉼터 인지재활 프로그램 | 인지강화 프로그램 | 경로당 치매예방 프로그램 | 치매가족  헤아림 프로그램 | 치매가족 헤아림 교육 | 자조모임 사랑회 운영 | 치매치료관리비 지원,파일1+파일2
C0128,강원특별자치도양구군치매안심센터,강원특별자치도,양구군,치매안심센터,"강원특별자치도 양구군 양구읍 관공서로 42 (하리, 양구군보건소) 치매안심센터 1층",24522.0,38.10997712,127.9892042,033-480-2820,033-482-9115,https://yanggu.nid.or.kr,2019-11-22,0.0,7.0,1.0,"{""작업치료사"": 1, ""행정인력"": 2, ""기타"": 1}",강원특별자치도 양구군 치매안심센터,주혜란,033-480-2823,3,치매환자 쉼터 | 치매 검진 | 사례관리,파일1+파일2
C0129,강원특별자치도양양군치매안심센터,강원특별자치도,양양군,치매안심센터,"강원특별자치도 양양군 양양읍 양양로 9-5 (연창리, 양양군보건소) 장애인회관및치매안심센터2층",25031.0,38.0778608,128.6274793,033-670-2496,033-670-2830,https://yangyang.nid.or.kr,2019-06-29,0.0,5.0,1.0,"{""작업치료사"": 2, ""행정인력"": 1}",양양군 보건소,신승주,033-670-2496,1,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램,파일1+파일2
C0130,강원특별자치도영월군치매안심센터,강원특별자치도,영월군,치매안심센터,강원특별자치도 영월군 영월읍 하송로 46-43 (하송리) 영월군 치매안심센터,26234.0,37.18530428,128.4615282,033-370-5441,033-375-1700,https://ywbogun.nid.or.kr,2018-09-12,0.0,5.0,1.0,"{""작업치료사"": 2, ""행정인력"": 1}",강원특별자치도 영월군 보건소,호희남,033-370-5441,8,무료치매검사 | 맞춤형 사례관리 | 치매극복의 날 기념행사 | 치매파트너 양성 | 인지재활 프로그램 | 가족교실(헤아림) | 치매예방교실 | 치매극복주간 기념행사(인식개선 캠페인 등) 제공 등,파일1+파일2
C0131,강원특별자치도원주시치매안심센터,강원특별자치도,원주시,치매안심센터,"강원특별자치도 원주시 지니기길 11-20 (무실동, 치매안심센터) 1층",26395.0,37.32470166,127.9248416,033-737-4542,033-737-3855,https://wonju.nid.or.kr,2019-12-20,0.0,14.0,1.0,"{""행정인력"": 3, ""의무기록사"": 1, ""임상심리사"": 1, ""방사선사"": 1, ""치위생사"": 1, ""작업치료사"": 2}",원주시보건소(치매안심과),임영옥,033-737-4541,1,"치매조기검사  및 환자 등록, 맞춤형사례관리, 교육프로그램 운영등",파일1+파일2
C0132,강원특별자치도인제군치매안심센터,강원특별자치도,인제군,치매안심센터,"강원특별자치도 인제군 인제읍 인제로140번길 34 (남북리, 인제보건소) 2층 치매안심센터",24633.0,38.06325619,128.1685465,033-460-2523,033-460-2519,https://inje.nid.or.kr,2019-12-05,2.0,4.0,1.0,"{""행정인력"": 2, ""작업치료사"": 2}",인제군 보건소,허준용,033-460-2523,9,무료치매검사 | 경증치매환자단기쉼터운영 | 인지재활프로그램 | 정상군 치매예방교실 | 치매고위험군 인지강화교실 | 치매인식개선 | 기타 치매환자 조호물품 | 치매치료관리지지원 | 실종예방사업,파일1+파일2
C0133,강원특별자치도정선군치매안심센터,강원특별자치도,정선군,치매안심센터,"강원특별자치도 정선군 정선읍 녹송로 33 (봉양리, 정선군보건소) 지하1층 치매안심센터",26127.0,37.38009274,128.6714859,033-560-2914,,https://jeongseon.nid.or.kr,2019-11-30,0.0,6.0,1.0,"{""작업치료사"": 2}",정선군보건소,신애정,033-560-2565,8,치매상담 및 등록 | 치매조기검진사업 | 치매예방교실 | 치매환자쉼터 | 치매가족교실 | 치매치료비지원 | 치매환자조호물품지원 | 치매인식개선사업 등,파일1+파일2
C0134,강원특별자치도철원군치매안심센터,강원특별자치도,철원군,치매안심센터,"강원특별자치도 철원군 갈말읍 군탄로 16 (군탄리, 철원군보건소) 철원군보건소 2층 치매안심센터",24037.0,38.1481382,127.3025602,033-450-5105,033-450-5194,https://cwg.nid.or.kr,2018-12-12,0.0,3.0,3.0,"{""작업치료사"": 1, ""행정인력"": 2}",철원군보건소,보건소장,033-450-5105,9,치매어르신쉼터프로그램 | 농촌치유프로그램 | 치매조기검진 및 진단검사 | 치매예방교실프로그램 | 찾아가는경노당프로그램 | 분소운영 | 치매안심마을프로그램 | 치매인식개선캠페인 및 파트너양성교육 | 치매실종예방교실,파일1+파일2
C0135,강원특별자치도춘천시치매안심센터,강원특별자치도,춘천시,치매안심센터,"강원특별자치도 춘천시 스무숲길 4-46 치매안심센터 3,4층",24264.0,37.84600255,127.7469974,033-250-4004,033-250-4035,https://chuncheon.nid.or.kr,2019-06-28,0.0,12.0,3.0,"{""기타"": 3, ""작업치료사"": 1, ""시설관리"": 1, ""행정인력"": 6}",강원특별자치도 춘천시 보건소,손은진,033-250-4004,14,"치매검진 | 무료 조기검진 | 정밀검진비 지원 | 치매환자 치료비(약제비) 지원 | 조호물품(기저귀,물티슈) 지원 | 인식표 제공 | 배회감지기 지원 | 치매환자 단기쉼터 운영 | 치매환자 및 가족 지원 | 상담 및 교육 | 인지강화프로그램 | 치매예방프로그램 | 치매 극복의날 행사 | 인식개선 및 홍보",파일1+파일2
C0136,강원특별자치도태백시치매안심센터,강원특별자치도,태백시,치매안심센터,"강원특별자치도 태백시 태백로 905 (황지동, 보건소) 태백시 보건소 내 치매안심센터 1층",26027.0,37.17660158,128.992496,033-550-3042,033-550-2941,https://taebaek.nid.or.kr,2018-11-14,0.0,5.0,3.0,"{""행정인력"": 5}",태백시보건소,안상헌,033-550-3042,10,"환자쉼터 | 치매환자 가족 지지모임 | 치매조기검진(선별, 진단, 감별검사) | 치매환자 등록관리 | 맞춤형사례관리 | 환자 지원서비스(치료관리비, 조호물품제공) | 치매예방교실 | 이동 조기검진 | 치매파트너 양성 및 플러스 활동 | 실종예방지원서비스(인식표, 배회감지기, 지문사진등록사업) 등",파일1+파일2
C0137,강원특별자치도평창군치매안심센터,강원특별자치도,평창군,치매안심센터,강원특별자치도 평창군 평창읍 종부로 61 (종부리) 평창군치매안심센터,25377.0,37.36049167,128.3888512,033-330-4900,033-330-4809,https://pyeongchang.nid.or.kr,2019-06-21,0.0,4.0,3.0,{},평창군보건의료원,평창군수,033-330-4900,4,치매환자 쉼터프로그램 | 치매가족헤아림프로그램 | 치매예방인지재활프로그램 | 치매재가환자방문인지재활프로그램,파일1+파일2
C0138,강원특별자치도홍천군치매안심센터,강원특별자치도,홍천군,치매안심센터,강원특별자치도 홍천군 홍천읍 홍천로1길 9 (희망리) 홍천군치매안심센터,25135.0,37.68991786,127.87554,033-430-4055,033-430-4019,https://hongcheon.nid.or.kr,2019-11-07,0.0,7.0,4.0,"{""치위생사"": 1, ""작업치료사"": 2, ""행정인력"": 10}",홍천군보건소,원은숙,033-430-4055,5,무료 치매조기검진 | 치매환자 및 가족 지원 프로그램 | 치매환자 치료비 지원 | 치매환자 돌봄 물품지원 | 치매인식개선사업 등,파일1+파일2
C0139,강원특별자치도화천군치매안심센터,강원특별자치도,화천군,치매안심센터,"강원특별자치도 화천군 화천읍 강변로 111 (중리, 화천군보건의료원) 화천군치매안심센터",24119.0,38.10738275,127.709078,033-440-2809,033-440-4841,https://ihc.nid.or.kr,2018-12-18,0.0,13.0,0.0,"{""작업치료사"": 1}",화천군 보건의료원,이재성,033-440-2809,3,치매검사 | 원격진료 | 주간재활프로그램 운영,파일1+파일2
C0140,강원특별자치도횡성군치매안심센터,강원특별자치도,횡성군,치매안심센터,"강원특별자치도 횡성군 횡성읍 횡성로 379 (읍하리, 횡성보건소) 횡성군치매안심센터",25234.0,37.48709552,127.9844168,033-340-5653,033-340-5608,https://hsg.nid.or.kr,2019-11-08,1.0,7.0,1.0,"{""작업치료사"": 2, ""행정인력"": 3}",횡성군보건소,김영대,033-340-5653,1,인지재활프로그램,파일1+파일2
C0141,충청북도괴산군치매안심센터,충청북도,괴산군,치매안심센터,"충북 괴산군 괴산읍 동진천길 43 (동부리, 괴산군보건소) 괴산군치매안심센터",28033.0,36.80799723,127.7966873,043-830-2392,043-830-2939,https://goesan.nid.or.kr,2019-10-10,0.0,6.0,1.0,{},괴산군치매안심센터,김미경,043-830-2392,4,치매선별검사 | 치매진단검사 | 가족교실 | 인지교실 등,파일1+파일2
C0142,충청북도단양군치매안심센터,충청북도,단양군,치매안심센터,"충북 단양군 단양읍 삼봉로 53 (상진리, 단양군 보건소) 1층",27013.0,36.98163017,128.3502974,043-420-3312,043-421-3397,https://danyang.nid.or.kr,2018-11-12,0.0,2.0,2.0,"{""기타"": 6}",충청북도 단양군 보건소,임은주,043-420-3201,1,인지재활,파일1+파일2
C0143,충청북도보은군치매안심센터,충청북도,보은군,치매안심센터,"충북 보은군 보은읍 임업길 22 (삼산리, 치매안심센터) 보은군치매안심센터",28943.0,36.48704913,127.7155559,043-540-5642,043-544-2573,https://boeun.nid.or.kr,2019-06-24,0.0,8.0,4.0,"{""치위생사"": 1, ""물리치료사"": 1, ""영양사"": 1, ""임상심리사"": 1}",보은군치매안심센터,홍종란,043-540-5642,3,인지재활프로그램 | 예방프로그램 | 쉼터운영,파일1+파일2
C0144,충청북도영동군치매안심센터,충청북도,영동군,치매안심센터,"충북 영동군 영동읍 반곡동길 7 (매천리, 영동군보건소)",29150.0,36.16849628,127.7759673,043-740-5946,043-743-4000,https://yd21.nid.or.kr,2018-12-28,1.0,4.0,1.0,"{""임상심리사"": 1, ""작업치료사"": 2, ""행정인력"": 3}",영동군보건소,박한석,043-740-5941,3,치매예방교실 | 인지강화교실 | 쉼터,파일1+파일2
C0145,충청북도옥천군치매안심센터,충청북도,옥천군,치매안심센터,"충북 옥천군 옥천읍 가화4길 18 (금구리, 옥천군 치매안심센터) 옥천군치매안심센터",29034.0,36.30508449,127.5612309,043-730-2158,043-733-7161,https://oc.nid.or.kr,2019-06-07,0.0,5.0,0.0,"{""기타"": 5}",옥천군치매안심센터,박성희,043-730-2158,3,치매조기검진 | 치매환자 및 가족지원사업 | 치매인식개선 홍보 및 교육,파일1+파일2
C0146,충청북도음성군치매안심센터,충청북도,음성군,치매안심센터,"충북 음성군 음성읍 중앙로 49 (읍내리, 음성보건소) 음성군 치매안심센터",27705.0,36.92883979,127.6888781,043-871-2971,043-871-1950,https://eumseong.nid.or.kr,2019-08-30,1.0,3.0,2.0,"{""작업치료사"": 1, ""임상심리사"": 1, ""기타"": 1}",음성군보건소,구미숙,043-871-2971,4,치매인식개선사업 | 치매조기검진 | 치매극복의 날 기념행사 | 치매예방 및 관리 프로그램 운영 등,파일1+파일2
C0147,충청북도제천시치매안심센터,충청북도,제천시,치매안심센터,충북 제천시 의림대로 242 (청전동) 4층,27152.0,37.1493417,128.2160865,043-641-3058,043-641-3039,https://jecheon.nid.or.kr,2018-12-19,0.0,9.0,1.0,"{""작업치료사"": 1, ""임상심리사"": 1, ""의무기록사"": 1}",제천시보건소,안순덕,043-641-3058,1,"치매조기검진, 치매예방 및 인지강화 프로그램, 치매환자지원(쉼터, 치료비, 조호물품 등), 치매인식개선홍보 및 치매파트너 양성 등",파일1+파일2
C0148,충청북도증평군치매안심센터,충청북도,증평군,치매안심센터,"충북 증평군 증평읍 보건복지로 64-1 (내성리, 증평군보건소) 2층 치매안심센터",27948.0,36.77424621,127.586726,043-835-4782,,https://jp.nid.or.kr,2018-08-09,0.0,3.0,1.0,"{""임상심리사"": 1, ""작업치료사"": 1, ""기타"": 4}",충청북도 증평군 보건소,조미정,043-835-4782,6,치매 기억력 검진 | 치매환자 인지재활 프로그램 | 치매환자 가족교실 | 자조모임 | 치매 예방교육 | 치매안심마을 조성,파일1+파일2
C0149,충청북도진천군치매안심센터,충청북도,진천군,치매안심센터,충북 진천군 덕산읍 연미로 29 (두촌리) 진천군치매안심센터,27876.0,36.89921785,127.5288313,043-539-7782,,https://jincheon.nid.or.kr,2018-11-22,0.0,5.0,2.0,"{""임상심리사"": 1, ""치위생사"": 1, ""영양사"": 1, ""임상병리사"": 1}",충청북도 진천군,허선미,043-539-7782,7,치매환자쉼터운영 | 치매극복의 날 행사 | 치매예방수칙 및 예방운동 알림 | 치매파트너 양성 | 치메안심마을 | 치매안심등불 | 찾아가는 기억지키미 운영 등,파일1+파일2
C0150,충청북도청주시상당구치매안심센터,충청북도,청주시 상당구,치매안심센터,충북 청주시 상당구 남일면 단재로 480 (효촌리) 상당보건소 치매안심센터,28806.0,36.58826888,127.5059436,043-201-4300,043-201-4319,https://sangdang.nid.or.kr,2018-12-31,,,,{},,,,0,,파일1
C0151,충청북도청주시서원구치매안심센터,충청북도,청주시 서원구,치매안심센터,"충북 청주시 서원구 구룡산로 235 (수곡동, 위너스빌딩) 3층 치매안심센터",28688.0,36.6160235,127.4713305,043-201-3720,,https://seowon.nid.or.kr,2018-10-10,,,,{},,,,0,,파일1
C0152,충청북도청주시청원구치매안심센터,충청북도,청주시 청원구,치매안심센터,"충북 청주시 청원구 오창읍 과학산업3로 238 (각리, 청원보건소) 치매안심센터",28125.0,36.71040635,127.4304713,043-201-4361,043-201-4379,https://cheongwon.nid.or.kr,2018-08-20,,,,{},,,,0,,파일1
C0153,충청북도청주시흥덕구치매안심센터,충청북도,청주시 흥덕구,치매안심센터,"충북 청주시 흥덕구 대농로 88 (복대동, 흥덕보건소 본관) 2층",28426.0,36.64147861,127.4315238,043-201-4320,,https://heungdeok.nid.or.kr,2018-08-20,,,,{},,,,0,,파일1
C0154,충청북도충주시치매안심센터,충청북도,충주시,치매안심센터,"충북 충주시 사직산21길 34 (문화동, 충주시 건강복지타운) 2층 치매안심센터",27408.0,36.97086234,127.9280544,043-850-1781,043-850-3509,https://chungju.nid.or.kr,2019-07-02,0.0,10.0,2.0,"{""작업치료사"": 3, ""물리치료사"": 2, ""행정인력"": 2}",충주시보건소,정상구,043-850-1780,1,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",파일1+파일2
C0155,충청남도계룡시치매안심센터,충청남도,계룡시,치매안심센터,"충남 계룡시 장안로 54 (금암동, 계룡시보건소) 치매안심센터 1층",32823.0,36.2730574,127.2500264,042-840-3681,,https://gyeryong.nid.or.kr,2018-11-12,0.0,3.0,0.0,"{""작업치료사"": 1, ""행정인력"": 3}",계룡시보건소,임방원,042-840-3681,1,무료치매검사,파일1+파일2
C0156,충청남도공주시치매안심센터,충청남도,공주시,치매안심센터,충남 공주시 옛군청뒷길 8 (교동) 치매안심센터,32542.0,36.45701715,127.1201721,041-840-3315,041-852-8159,https://gongju.nid.or.kr,2018-03-21,0.0,12.0,2.0,"{""작업치료사"": 4, ""행정인력"": 7}",공주시보건소,공주시보건소장(김기남),041-840-3315,15,치매조기검진 | 치매노인 지문등록 | 치매치료관리비 지원 | 조호물품(위생물품) 제공 | 치매예방교실 | 인지강화교실 | 인지재활프로그램 | 기타 인지자극 프로그램 | 헤아림 가족교실 | 치매가족 힐링 프로그램 | 치매공공후견 사업 | 치매어르신주간보호소 운영(위탁) | 치매안심마을 운영 | 치매인식 개선과 교육 및 홍보 사업 | 배회가능 어르신 인식표 발급 및 GPS 운영,파일1+파일2
C0157,충청남도금산군치매안심센터,충청남도,금산군,치매안심센터,"충남 금산군 금산읍 비범1길 5 (중도리, 치매안심센터)",32725.0,36.10952067,127.4934491,041-750-4460,041-751-4178,https://geumsan.nid.or.kr,2018-12-11,0.0,8.0,5.0,"{""기타"": 3}",금산군보건소,채기주,041-750-4460,6,치매상담 | 등록관리 | 조기검진 | 인지재활프로그램 | 치매치료관리비지원 | 치매주간보호센터 운영 등,파일1+파일2
C0158,충청남도논산시치매안심센터,충청남도,논산시,치매안심센터,충남 논산시 논산대로 408 (관촉동) 논산시 치매안심센터,32993.0,36.19653553,127.1047397,041-746-6921,041-746-8129,https://nonsan.nid.or.kr,2018-11-26,0.0,11.0,3.0,"{""임상심리사"": 2}",논산시보건소,김배현,041-746-6921,5,치매조기검진 | 치매예방교육 | 치매환자등록관리 | 치매환자 가족교실 및 자조모임 | 치매환자 쉼터운영 등,파일1+파일2
C0159,충청남도당진시치매안심센터,충청남도,당진시,치매안심센터,"충남 당진시 서부로 56 (채운동, 당진시보건소) 치매안심센터 1층",31777.0,36.88735969,126.6304725,041-360-6269,041-360-6029,https://dangjin.nid.or.kr,2018-12-17,1.0,6.0,2.0,{},당진시보건소,,041-360-6269,1,"치매 상담 및 등록관리 사업, 치매 조기검진 사업, 치매 예방관리 사업, 치매환자 관리 지원사업, 치매 가족 및 보호자 지원사업, 치매인식개선 및 교육홍보 사업, 치매안심마을 운영, 치매 주간보호소 운영",파일1+파일2
C0160,충청남도보령시치매안심센터,충청남도,보령시,치매안심센터,충남 보령시 대천로 119 (죽정동),33439.0,36.35633335,126.6045349,041-930-6871,041-931-7292,https://brcn.nid.or.kr,2018-08-27,0.0,13.0,1.0,"{""작업치료사"": 2, ""임상심리사"": 1}",충청남도 보령시,전경희,041-930-6871,5,건강체조 | 공예 | 웃음치료 | 노래교실 | 요리 등,파일1+파일2
C0161,충청남도부여군치매안심센터,충청남도,부여군,치매안심센터,"충남 부여군 부여읍 성왕로 205 (구아리, 부여군 보건소) 3층",33140.0,36.28293864,126.9094144,041-830-8740,041-830-8700,https://buyeo.nid.or.kr,2018-07-25,0.0,10.0,3.0,"{""작업치료사"": 2}",충청남도 부여군보건소,,041-830-8727,6,치매노인 등록 및 관리 | 치매노인 및 보호자에 대한 상담 지원 | 치매조기검진 | 치매치료관리비 지원 및 치매환자 사례관리 | 치매인지재활 프로그램 | 치매가족교실 및 자조모임 등,파일1+파일2
C0162,충청남도서산시치매안심센터,충청남도,서산시,치매안심센터,"충남 서산시 호수공원6로 6 (예천동, 서산시보건소) 서산시치매안심센터",31997.0,36.77457758,126.4445147,041-661-6598,041-661-8119,https://seosan.nid.or.kr,2018-08-24,0.0,6.0,4.0,"{""작업치료사"": 3, ""치위생사"": 1}",충청남도 서산시,,041-661-6571,4,치매조기검진 | 치매안심센터프로그램 운영 | 치매환자 맞춤형 사례관리 | 치매환자 조호물품 및 치매치료관리비 지원,파일1+파일2
C0163,충청남도서천군치매안심센터,충청남도,서천군,치매안심센터,충남 서천군 서천읍 사곡길 20-2 (군사리) 서천군 치매안심센터,33638.0,36.0817289,126.6887353,041-950-6741,,https://seocheon.nid.or.kr,2018-11-01,0.0,12.0,1.0,{},서천군보건소,나성구,041-950-6741,4,치매환자등록관리사업 | 치매조기검진사업 | 치매치료비지원사업 | 치매환자쉼터,파일1+파일2
C0164,충청남도아산시치매안심센터,충청남도,아산시,치매안심센터,"충남 아산시 번영로216번길 18 (모종동, 아산시보건소) 별관 2, 3층",31521.0,36.78291637,127.0140532,041-537-3474,041-537-3349,https://asan.nid.or.kr,2018-11-30,0.0,13.0,1.0,"{""작업치료사"": 1}",충청남도 아산시,최원경,041-537-3474,3,쉼터운영(인지재활 | 인지강화 | 치매예방프로그램),파일1+파일2
C0165,충청남도예산군치매안심센터,충청남도,예산군,치매안심센터,"충남 예산군 예산읍 군청로 22 (예산리, 예산군청) 보건소 5층",32435.0,36.68088045,126.8448499,041-339-6122,041-339-6009,https://yesan.nid.or.kr,2018-11-08,1.0,11.0,1.0,{},예산군보건소,최승묵,041-339-6140,1,기억이음 청춘학교,파일1+파일2
C0166,충청남도천안시동남구치매안심센터,충청남도,천안시 동남구,치매안심센터,"충남 천안시 동남구 버들로 40 (문화동, 동남구보건소,교통정보센터) 7층 치매안심센터",31131.0,36.80717777,127.1514571,041-521-3343,041-521-5006,https://dongnam.nid.or.kr,2018-11-02,,,,{},,,,0,,파일1
C0167,충청남도천안시서북구치매안심센터,충청남도,천안시 서북구,치매안심센터,"충남 천안시 서북구 서부8길 29 (성정동, 성정2동 행정복지센터) 1층",31137.0,36.8197755,127.1398835,041-521-5740,041-573-0994,https://seobuk.nid.or.kr,2018-04-01,,,,{},,,,0,,파일1
C0168,충청남도청양군치매안심센터,충청남도,청양군,치매안심센터,"충남 청양군 청양읍 칠갑산로7길 54 (읍내리, 청양군보건의료원) 청양군보건의료원 치매안심센터 2층",33324.0,36.45502041,126.8049398,041-940-4536,041-940-4508,https://cheongyang.nid.or.kr,2018-10-19,1.0,5.0,3.0,"{""작업치료사"": 2, ""행정인력"": 1}",청양군보건의료원,김상경,041-940-4500,5,치매환자쉼터 | 인지재활프로그램 | 치매가족교실 | 치매자조모임 | 치매예방교실,파일1+파일2
C0169,충청남도태안군치매안심센터,충청남도,태안군,치매안심센터,"충남 태안군 태안읍 서해로 1952-16 (평천리, 태안군보건의료원) 어르신센터 1층",32148.0,36.75181076,126.3232321,041-671-1632,041-671-5336,https://taean.nid.or.kr,2018-06-26,1.0,10.0,2.0,"{""작업치료사"": 2, ""송영인력"": 1, ""행정인력"": 1}",태안군보건의료원,조수현,041-671-1632,4,인지선별검사 | 치매인식개선활동 | 치매프로그램운영 | 맞춤형사례관리 등,파일1+파일2
C0170,충청남도홍성군치매안심센터,충청남도,홍성군,치매안심센터,"충남 홍성군 홍성읍 문화로 106 (오관리, 홍성군보건소) 홍성군보건소 별관 치매안심센터 2층",32236.0,36.59664119,126.6630605,041-630-9076,041-630-9860,https://hongseong.nid.or.kr,2018-11-21,0.0,16.0,3.0,{},충청남도 홍성군 보건소,김정식,041-630-9076,4,등록 | 조기검진 | 인지재활 | 강화프로그램,파일1+파일2
C0171,전북특별자치도고창군치매안심센터,전북특별자치도,고창군,치매안심센터,"전북특별자치도 고창군 고창읍 전봉준로 90 (율계리, 고창군보건소) 고창군치매안심센터",56442.0,35.44376255,126.6832504,063-560-8725,063-560-8779,https://gochang.nid.or.kr,2018-10-02,1.0,8.0,2.0,"{""작업치료사"": 2}",고창군보건소,유병수,063-560-8725,5,무료치매검사 | 치매환자 등록관리 | 인지증진 재활 프로그램 | 맞춤형사례관리 | 가족지원프로그램 등,파일1+파일2
